order_id,order_date,product_id,amount
4998,2023-09-20,196,283.37
9864,2023-08-10,195,480.57
7566,2023-09-17,182,446.77
4677,2023-02-24,129,68.65
6796,2023-02-26,115,158.84
7363,2022-04-14,111,125.32
9123,2024-05-01,173,288.19
9222,2022-09-11,165,402.39
8690,2022-08-15,117,380.91
2400,2022-04-22,112,364.74
5071,2023-05-25,192,190.76
9808,2023-04-18,123,74.12
3786,2022-04-09,111,109.24
8169,2022-06-02,159,372.13
1870,2024-05-10,159,78.03
5196,2024-06-14,192,115.36
3739,2024-05-27,185,215.15
1940,2022-12-04,199,40.7
1340,2023-12-07,100,110.28
8422,2024-04-01,142,79.14
5133,2022-06-12,154,475.9
1659,2023-12-21,139,99.81
4457,2023-11-12,163,431.58
3975,2022-06-10,133,61.83
1453,2023-08-03,133,435.49
9184,2024-03-11,147,301.72
6442,2023-02-02,132,425.6
1818,2022-10-04,167,434.34
5868,2024-03-26,129,300.2
1012,2023-05-19,183,459.26
8727,2024-06-14,189,294.8
1920,2023-01-27,178,357.72
5920,2022-05-15,170,210.96
3418,2022-07-14,170,457.46
7475,2023-02-05,128,412.96
3017,2023-10-02,122,87.52
8957,2022-02-02,133,290.31
5792,2023-11-19,183,448.93
7830,2023-04-05,114,397.57
3434,2024-06-01,196,481.46
3868,2023-04-15,152,119.49
2438,2023-01-10,116,186.89
4543,2022-01-22,163,256.06
2781,2024-01-20,183,120.17
7343,2023-11-01,160,200.05
3263,2022-02-07,156,271.08
1211,2022-08-18,176,99.71
9699,2022-12-31,187,132.06
7159,2023-07-17,136,66.8
8027,2023-03-14,106,358.12
1331,2024-02-15,107,183.97
7860,2022-10-10,186,114.03
9044,2022-01-27,177,256.13
9169,2022-08-14,167,38.78
9742,2022-10-04,120,462.09
6720,2024-03-08,160,150.76
1727,2023-09-01,173,443.8
5975,2022-10-11,185,251.32
4243,2024-05-28,193,425.82
1648,2023-04-26,193,127.3
6095,2023-03-29,179,91.76
7614,2024-04-08,174,425.46
8135,2024-03-26,185,110.4
2009,2023-10-21,128,374.37
2550,2023-05-31,124,175.57
9995,2023-07-01,157,375.36
8492,2022-07-11,113,454.28
4401,2022-02-18,177,490.91
8447,2023-05-27,165,183.11
6424,2022-01-17,153,186.93
5241,2022-06-21,176,490.79
4161,2022-08-08,166,431.46
5155,2022-06-07,129,27.32
8478,2023-04-22,117,288.86
9719,2022-02-15,153,94.72
7617,2023-01-08,199,497.04
6660,2023-06-02,120,73.77
9624,2022-04-09,152,281.88
2176,2024-06-10,182,334.27
8956,2024-01-15,115,468.85
9592,2022-02-06,127,424.39
3233,2022-10-07,103,126.65
5700,2022-12-15,154,288.45
6906,2023-05-12,114,477.02
8860,2022-10-29,163,369.18
8526,2022-06-30,164,345.73
6559,2023-08-30,115,378.68
7732,2022-04-09,119,164.64
3513,2023-12-01,163,365.98
8830,2022-04-26,132,120.26
7944,2022-07-10,180,216.91
8910,2022-09-10,168,445.51
6649,2022-06-10,168,14.39
2096,2022-09-13,157,210.09
2951,2022-11-19,138,137.08
8799,2022-05-08,176,103.3
9804,2022-01-18,135,420.09
1595,2024-03-03,193,349.77
8875,2024-01-05,167,60.75
5439,2023-07-20,186,249.76
6972,2023-07-24,120,236.12
1858,2022-11-19,162,75.55
6519,2024-05-21,184,400.88
8385,2023-11-17,105,186.5
9636,2024-03-02,123,382.16
5317,2023-09-18,152,100.07
4454,2022-10-15,194,160.96
2030,2024-05-03,182,52.11
8906,2023-10-25,175,76.02
2447,2023-10-01,177,442.18
3850,2022-06-04,149,59.01
9106,2023-05-05,111,52.39
8151,2023-01-21,155,470.49
7952,2024-02-24,114,324.72
5055,2022-04-14,182,54.95
6402,2023-01-28,191,486.0
2672,2024-03-21,139,77.81
5532,2022-09-03,140,384.34
5924,2022-06-25,168,22.25
7085,2022-02-08,168,314.15
8734,2023-04-22,105,275.62
5864,2023-11-13,186,107.96
2221,2024-01-29,166,323.36
3860,2023-06-22,132,310.44
9428,2024-05-16,142,400.18
4253,2024-03-28,120,438.56
4782,2023-02-12,183,257.5
7957,2023-06-09,164,247.7
1766,2024-04-07,116,312.69
3681,2023-05-21,192,365.96
8710,2024-06-21,107,181.3
8482,2024-04-04,163,254.8
6086,2022-02-05,189,294.63
8964,2023-11-16,127,494.25
3665,2022-01-20,197,295.92
4513,2022-11-17,189,115.97
1495,2024-02-15,112,296.05
6822,2023-05-27,112,410.65
3072,2023-02-04,137,429.41
8795,2023-10-16,124,401.12
9529,2024-06-01,161,444.66
4949,2023-04-16,122,170.71
7033,2022-05-23,185,256.25
9328,2022-04-02,120,390.9
3555,2022-12-20,153,135.9
7370,2024-04-13,162,188.93
5415,2024-03-10,129,416.42
6959,2023-12-28,174,386.19
6993,2024-05-03,167,485.74
6021,2022-02-20,196,498.01
3907,2023-10-27,175,124.17
3914,2023-11-29,172,450.72
4870,2023-07-29,131,51.79
6085,2022-07-09,174,356.35
7546,2022-05-05,123,113.95
1395,2022-05-30,106,153.65
1938,2022-11-10,171,473.43
3510,2023-07-24,196,135.26
5636,2022-12-08,188,338.22
2649,2022-11-01,100,93.17
4690,2023-11-23,102,51.23
4435,2023-11-13,127,172.96
4201,2024-04-17,142,313.98
5179,2024-02-22,196,127.73
9405,2022-02-23,145,153.58
4237,2023-03-20,100,355.82
4862,2023-09-05,137,55.88
1058,2022-09-21,190,226.22
5938,2022-02-22,134,471.16
3971,2023-07-26,173,201.5
9314,2023-09-12,175,219.93
4345,2022-01-05,173,370.41
3486,2022-04-13,153,390.61
1561,2022-07-15,197,385.96
4981,2024-02-13,123,498.94
7261,2024-05-26,127,40.37
2737,2024-06-02,121,491.22
4554,2022-12-16,115,475.34
8095,2022-02-16,112,426.81
9266,2024-05-16,199,229.79
1294,2024-04-02,199,436.1
9212,2024-03-30,161,114.31
6330,2023-10-18,142,396.87
5655,2022-09-26,186,96.69
2109,2023-01-05,177,408.6
4771,2023-09-28,131,309.19
9563,2022-04-16,166,53.53
7123,2023-11-01,190,448.18
8647,2023-10-21,182,291.09
2174,2023-10-19,185,329.84
2164,2022-04-30,156,145.34
9712,2024-04-10,164,436.46
5466,2024-02-26,168,274.87
6538,2023-08-27,148,213.45
8111,2022-02-27,132,269.47
9434,2022-12-12,118,353.14
3800,2024-01-11,135,349.05
5607,2023-04-19,169,182.0
8262,2022-04-27,114,195.7
2541,2024-04-09,199,283.31
3765,2024-03-01,196,462.58
5491,2022-05-07,123,373.99
4083,2023-01-28,126,198.26
6356,2024-06-26,148,171.83
2857,2023-10-03,174,264.2
1769,2022-02-27,122,435.65
2422,2023-09-26,132,9.3
9598,2023-05-28,140,356.69
3972,2024-01-21,155,150.78
2872,2024-03-12,128,108.16
6599,2022-04-06,130,11.01
3269,2023-09-30,164,448.81
6275,2022-04-28,197,456.56
5749,2023-07-14,117,35.4
7571,2023-08-24,181,263.3
6072,2023-05-03,105,80.52
6463,2022-08-25,151,380.55
8450,2024-06-03,139,334.37
9420,2024-06-15,164,152.08
4959,2022-09-29,141,62.9
2313,2022-07-08,193,416.45
8847,2023-12-05,167,338.75
2070,2023-03-23,131,8.38
4285,2023-08-04,109,315.8
9949,2024-02-29,168,406.1
4095,2024-05-10,108,297.43
1320,2022-09-04,168,215.23
3321,2022-03-17,160,294.04
1555,2022-06-03,110,311.76
5939,2023-10-18,198,321.82
6432,2023-03-11,190,483.69
2386,2022-03-27,167,93.43
5763,2023-11-28,173,313.43
7854,2022-10-12,196,98.06
8637,2022-08-08,107,108.93
5841,2022-03-10,148,336.28
4867,2022-02-16,123,458.4
4793,2022-04-04,132,83.73
8373,2024-01-20,118,481.42
3513,2023-03-29,101,163.09
4803,2022-07-23,154,198.7
3327,2022-08-06,110,81.07
9809,2023-04-19,198,309.84
3165,2023-03-08,116,300.23
4308,2022-12-07,141,223.92
7452,2023-07-05,160,240.67
9067,2023-09-04,102,313.37
8642,2022-10-16,185,293.83
7404,2022-09-11,134,190.26
1992,2024-01-04,184,442.64
6424,2022-12-23,188,335.49
5381,2022-01-23,165,106.68
4174,2024-02-01,100,163.35
5782,2023-06-06,106,395.0
6560,2024-01-28,119,56.74
8460,2024-04-16,142,376.36
4078,2022-04-10,105,182.63
3983,2024-03-12,154,278.09
8259,2022-06-29,199,143.88
7054,2022-08-11,120,493.3
3523,2024-06-24,150,453.39
5581,2024-02-01,145,464.58
6609,2023-10-21,134,96.46
3001,2023-03-18,199,421.64
2387,2023-08-31,107,270.02
7552,2024-02-08,167,355.39
2030,2022-11-21,115,112.66
2220,2023-05-31,166,357.43
7035,2022-01-16,170,457.56
7523,2024-03-02,163,137.4
9074,2022-12-02,101,120.51
1834,2024-01-29,100,56.69
2724,2022-09-15,157,137.07
7598,2023-05-12,100,270.22
3413,2024-06-14,106,417.19
6993,2022-06-09,187,143.01
5498,2023-04-20,168,312.47
3105,2024-05-01,184,242.4
3568,2023-10-26,191,147.85
1209,2024-06-26,117,257.63
5911,2023-11-21,187,88.14
3220,2023-11-06,131,321.59
1233,2023-01-15,144,62.25
1792,2023-06-29,132,366.84
4110,2023-11-22,173,92.97
3166,2023-03-03,172,499.09
9526,2023-09-05,148,412.72
6193,2022-09-25,132,175.2
2214,2024-04-14,196,215.97
5419,2023-07-31,170,133.3
8314,2023-02-21,167,384.72
9475,2022-06-17,127,193.46
1212,2024-04-21,186,378.82
2658,2022-02-12,152,14.11
6024,2023-07-10,195,72.13
6917,2022-10-12,143,185.66
6141,2023-02-01,179,58.91
2794,2022-01-12,154,302.56
6988,2023-08-30,109,30.16
9296,2022-10-29,113,430.58
6578,2024-06-16,135,381.85
6551,2022-09-10,133,112.05
4845,2023-05-14,187,244.48
7906,2024-01-24,117,228.65
1378,2022-02-04,115,363.81
4293,2023-12-28,136,203.75
4329,2024-04-28,140,21.3
5808,2022-03-31,124,140.5
8937,2024-02-15,107,235.77
1224,2023-08-28,187,487.37
1737,2023-08-25,183,441.17
1235,2023-02-22,193,94.8
1711,2022-04-25,183,363.02
6988,2023-09-09,117,468.73
2888,2024-06-21,167,9.35
8173,2022-07-15,147,361.87
2259,2024-04-05,199,232.37
6246,2023-05-16,169,341.72
8271,2023-09-18,166,304.77
1748,2023-05-08,117,492.41
4551,2022-03-16,117,147.96
7400,2023-02-17,155,394.14
7643,2023-01-11,122,121.15
9701,2023-02-24,134,220.63
2823,2023-12-30,105,487.81
7852,2022-10-04,125,384.24
8777,2024-01-31,184,161.33
5232,2023-11-07,160,311.59
7519,2023-01-29,187,29.6
2777,2024-05-18,114,136.87
2222,2023-04-02,190,360.6
8630,2022-07-11,131,287.2
2777,2024-01-09,111,237.49
8490,2023-11-20,104,346.98
5859,2022-04-09,163,202.24
9893,2023-07-02,170,17.95
9118,2022-04-06,185,223.31
3989,2023-10-26,126,451.55
9343,2023-10-25,178,429.02
2325,2022-07-09,144,207.45
6127,2024-01-06,134,16.0
9998,2022-02-06,125,319.97
3722,2024-02-19,122,371.89
5656,2023-01-04,112,150.65
2325,2023-11-26,189,240.95
5133,2023-06-09,102,495.97
3869,2022-10-06,128,290.29
2242,2022-08-05,165,178.78
9539,2024-05-16,163,315.61
2831,2024-05-22,127,94.11
2569,2024-03-08,186,103.63
8246,2022-09-30,135,462.84
2918,2024-05-30,105,123.4
7416,2022-03-03,110,158.84
4232,2023-08-19,137,274.17
4758,2024-05-29,133,450.35
6997,2023-12-30,180,391.82
3355,2022-12-08,166,26.67
2824,2023-02-01,145,348.05
8280,2023-11-30,197,254.51
5060,2022-01-19,185,240.4
6324,2022-06-26,128,347.32
1404,2023-09-04,159,102.13
2721,2023-01-31,153,490.84
6316,2023-03-21,192,324.43
4845,2022-08-21,168,186.0
5210,2022-03-17,173,302.1
1064,2022-09-22,173,112.15
7382,2023-03-31,108,318.75
1968,2024-03-06,184,18.97
1368,2023-12-19,176,173.89
9424,2024-01-05,109,375.02
3242,2023-01-19,174,404.95
6002,2023-07-18,167,130.2
4083,2024-04-30,157,272.01
9073,2023-05-21,194,266.6
9880,2023-01-02,151,213.62
2469,2022-05-24,133,118.07
5725,2024-06-03,134,353.1
5259,2022-03-10,132,129.92
4622,2022-04-09,171,455.96
1823,2023-01-31,131,266.61
4431,2022-01-25,154,435.89
7528,2024-06-09,196,148.92
5151,2023-04-14,107,404.5
5213,2023-04-29,145,61.26
8420,2023-07-19,113,384.58
9989,2022-05-31,197,196.54
1779,2022-05-24,107,237.65
3892,2023-07-23,170,87.57
6534,2022-02-08,176,14.22
4306,2022-04-19,153,334.77
3902,2023-11-24,120,295.92
4718,2022-02-11,195,313.1
1021,2022-07-05,174,131.23
2500,2023-02-02,113,123.44
4641,2022-08-11,174,416.0
6212,2023-09-26,101,381.82
1191,2022-05-13,197,171.71
9587,2022-06-12,160,320.71
8174,2022-08-03,116,414.93
6114,2024-01-03,177,444.97
5662,2022-08-23,188,7.87
5326,2024-04-22,147,407.66
5335,2023-10-20,190,178.44
9281,2024-01-21,107,360.6
9648,2023-08-11,155,188.84
6494,2022-01-09,116,305.09
9536,2022-03-15,168,325.16
3711,2023-05-07,111,205.47
8595,2022-09-10,137,258.83
7273,2022-08-18,117,364.53
7284,2023-06-03,125,240.77
9817,2022-06-23,194,11.92
4994,2023-10-15,136,11.39
2678,2022-06-17,169,332.35
9414,2022-06-19,140,424.38
1743,2023-01-28,178,393.71
1462,2024-03-05,141,158.65
2568,2023-09-26,189,238.21
2736,2022-07-13,175,120.91
8903,2023-06-01,140,494.63
8002,2022-01-29,146,133.95
9856,2022-06-14,113,211.05
2356,2023-02-26,100,342.16
2014,2022-12-05,116,438.63
2054,2023-10-10,196,30.48
2764,2023-05-11,154,154.0
7009,2022-12-31,192,286.65
5458,2024-04-12,152,311.06
1667,2022-12-08,130,39.66
4370,2023-05-15,161,333.72
6976,2023-10-19,107,266.39
2394,2023-05-26,129,414.68
9290,2022-11-23,176,114.98
5070,2022-08-05,179,101.54
7982,2022-10-28,165,397.7
9613,2022-05-12,144,353.42
6599,2024-03-14,117,396.88
4650,2022-03-11,198,392.06
4620,2022-09-09,144,56.48
4190,2023-02-19,118,142.9
9789,2024-02-26,176,133.74
1391,2023-03-21,167,467.62
2075,2024-05-25,182,246.3
3650,2022-07-01,149,59.97
3384,2022-06-16,124,148.34
1809,2022-04-01,137,436.59
9047,2023-12-15,194,424.3
6501,2024-05-07,135,450.67
7895,2023-06-15,167,197.32
2159,2022-02-08,155,322.46
8574,2022-05-06,138,142.7
2531,2023-03-27,162,94.51
6481,2022-06-22,106,15.84
8548,2023-10-15,157,115.6
5976,2024-01-24,179,304.17
6695,2022-08-08,158,452.58
9445,2023-09-30,147,71.04
4548,2022-02-27,104,459.42
7163,2023-10-22,186,175.97
7671,2023-04-21,135,216.28
6264,2023-04-01,195,185.66
2231,2024-04-08,187,207.26
3423,2024-06-13,124,133.3
9071,2022-12-27,144,350.81
5261,2022-01-01,191,380.3
3908,2023-01-22,118,412.44
5712,2022-12-14,106,173.94
7755,2022-07-09,157,383.49
4883,2023-05-20,180,320.65
4515,2022-07-10,165,479.17
4403,2023-05-23,179,215.27
5598,2023-01-04,138,496.19
6008,2023-02-13,117,371.5
7222,2024-04-03,100,389.26
5009,2022-04-27,162,17.72
3735,2022-05-14,102,251.21
5491,2022-02-27,120,266.53
9593,2023-07-10,129,25.1
1974,2023-11-16,110,159.5
1223,2023-11-03,121,478.04
5613,2022-06-22,156,215.93
7777,2024-04-08,188,97.42
9427,2024-03-25,102,259.1
5211,2022-05-29,129,21.71
1225,2022-03-21,187,260.41
9183,2024-06-04,144,299.16
5277,2022-08-01,135,182.06
2341,2022-07-22,186,382.48
5036,2024-02-03,171,72.18
9401,2022-08-17,163,439.7
4727,2023-11-07,153,477.95
4928,2022-08-15,167,5.61
3803,2023-10-21,149,422.15
7558,2023-06-16,130,255.52
1393,2023-03-17,128,233.4
7839,2023-02-06,158,123.15
9795,2022-02-16,135,226.43
1581,2022-08-21,176,475.46
1132,2022-11-01,172,109.34
3838,2023-06-10,184,93.63
4385,2022-05-23,166,124.74
4770,2023-02-19,188,278.16
3268,2023-05-28,188,465.5
1975,2023-01-08,175,289.07
8605,2023-07-20,192,125.52
8213,2024-06-04,110,223.02
3835,2022-09-16,110,198.25
3738,2023-10-18,125,28.05
5134,2023-04-16,152,257.77
7833,2022-01-12,113,67.37
9353,2022-11-26,163,421.91
2909,2024-01-06,179,276.74
2963,2024-02-23,109,423.08
6153,2022-12-24,130,478.24
1966,2023-02-12,194,471.88
